idx,announcement_id,category_large,agency,title,ext,n_chars,evidence,source_url,label_19class,confidence,exclude_reason,note,batch
61,PBLN_000000000117094,금융,충청남도,[충남] 2026년 소상공인자금 융자 지원계획 공고,hwp,3481,"융자조건(소상공인자금) / ○ 지원대상 : 충남 도내 소기업·소상공인(단,별표1 지원제외 업종 제외) / ○ 융자한도 : 최대 1억원 이내 / ○ 대출금리 / - 2년거치 일시상환 / ‣ 전액보증 : CD(91일물) + 1.7% 이내 / ‣ 부분보증 : CD(91일물) + 2.7% 이내 / - 2년거치 3년 균분상환 / ‣ 전액보증 : CD(91일물) + 1.7% 이내 / ‣ 부분보증 : CD(91일물) + 2.7% 이내 / - 2년거치 5년 균분상환 / ‣ 전액보증 : CD(91일물)",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117094,융자,높음,,"소상공인자금 융자한도 1억, 대출금리 명시",M28
62,PBLN_000000000118350,창업,중소벤처기업부,2026년 장애인 창업 컨설팅지원 대상자 모집 공고,hwp,2103,"2026년「장애인 창업 컨설팅」지원 대상자 모집공고 / 장애인의 창업단계별 차별화된 내용의 1:1 심층 상담을 통하여 성공적 창업을 지원하고자 아래와 같이 2026년 장애인 창업 컨설팅 대상자를 모집하오니, 많은 관심과 참여 바랍니다. / 2026년 2월 9일 / 중소벤처기업부 장관 / (재)장애인기업종합지원센터 이사장 / □ 추진목적 : 장애인 예비, 재기, 초기창업자를 대상으로 창업단계 및 상담 희망 분야별 1:1 심층 컨설팅을 제공하여 성공적인 창업 지원 / □ 모집규모 : 총 360명 내외 / □ 모집대상 : 장애인 예비창업자, 재기창업자, 3년 미만 초기창업자 / □ 모집기간 : `26. 2. 9.(월) ~ 예산 소진 시까지, 선착순 마감 / * 온라인(창업-NET)을 통해 선착순으로 접수하나, 향후 필수 제출서류 미비 시 탈락할 수 있음 / ** 창업-NET URL : http://start.debc.or.kr/main.do / □ 지원대상 / ◦ (장애인) 「장애인복지법」 제32조에 따른 장애인등록증을 발급받은 자 또는 「국가유공자 등 예우 및 지원에 관한 법률」 제6조의 4에 따른 상이등급 중 어느 하나에 해당하는 판정을 받은 자 / ◦ (예비창업자) 모집 공고일 기준 창업을 준비하는 자로서, 사업자 등록하지 않은 자 또는 모집공고일 전일(26년 2월 8일) 까지 폐업한 자 / ◦ (재기창업자) 기존 사업을 폐업하거나 양도하고, 새로운 업종*으로 전환하여 재창업하려는 자 / * 한국표준산업 분류상의 제조업은 세분류(4단위), 서비스업 등 제조업 이외의 경우 소분류(3단위)가 다른 업종. 단, 제조업의 경우 세세분류(5단위)에 의한 기준을 달리하는 경우라도 사업전환 목적에 부합된다고 센터에서 인정하는 경우는 예외로 함. / ** 한국표준산업분류 코드 참고(https://k",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000118350,컨설팅,높음,,장애인 창업 1:1 심층 컨설팅,M28
63,PBLN_000000000118318,기술,농림축산식품부,2026년 소스개발 및 생산지원 사업 공고,hwp,1530,"지원내용: 신청기업이 식품진흥원과 공동 또는 의뢰하여 수행하며 보조금 지원사업이 아님 / * 공유주방: 별도의 공장 설비가 없는 기업도 진흥원의 인프라를 활용하여, 제품 제조·판매 가능 / ** 위탁가공: 기업의 생산 공정 중 일부 공정을 진흥원에 위탁하여 제조·가공 / - 식품제조가공업 등록되어 있고, 시설장비가 부족한 경우에 한해 지원 가능 / - 「식품위생법 시행규칙」 [별표14] 업종별 시설기준 참고 / □ 접수방법 / ◦ 디지털식품정보플랫폼(https:/ / 지원규모: 기업별 누적 최대 20백만원 / □ 사업규모: 총 30백만원 이내 / □ 지원대상: 식품 관련 기업(국가식품클러스터 입주(분양·벤처)기업, 소스센터 회원사, 청년기업, 디지털식품정보플랫폼 가입기업 등) / □ 사업비 구성: 장비사용 수수료 할인 방식으로 적용 / 〈 구분에 따른 기업부담비율 〉 / ※ 기업당 최대 지원금은 기업지원시설·장비 활용 지원사업과 통합 관리 / □ 추진체계: 식품진흥원 인력과 장비를 활용한 직·간접 지원 / □ 공고기간: 2026. 2",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000118318,사업화,보통,,공유주방·위탁가공으로 제품 제조·생산 지원. 설비와 경계,M28
64,PBLN_000000000121634,창업,경기도,[경기] 용인시 2026년 창업 멘토링(1:1) 희망기업 모집 공고,hwp,828,"지원내용: 경영전략, 세무·회계, 기술개발, 비즈니스모델 개선, 인증·특허 등 사업운영 전반에 걸친 1:1 전문가 멘토링 / □ 멘토링 전문가 매칭 방식 / □ 지원대상 / □ 신청제한: 신청일 기준 아래 내용에 해당되는 경우 신청 불가 / □ 신청기간: 공고일 ~ 2026년 11월 30일까지 수시모집(예산소진 시 마감) / □ 신청방법: 신청서 및 부대서류 작성 후 온라인 접수 / ○ 접 수 처: ybs.ypa.or.kr(용인기업지원시스템) / ○ 문 의: 창업지원",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121634,컨설팅,높음,,창업 1:1 전문가 멘토링,M28
65,PBLN_000000000125070,수출,전남광주통합특별시,[전남광주] 2026년 하반기 바이어 초청 수출 상담회 참가기업 모집 공고,hwp,2298,"지원내용: 해외 바이어 수출상담을 통한 글로벌 온·오프라인 시장 진출 지원 / 4. 모집 및 선정 /  모집 기간: 2026년 8월 3일(월) ~ 8월 31일(월), 18:00限 /  모집 기업: 전남광주통합특별시 내 농수산식품 생산·가공 및 수출 기업 80개사 내외 / * 중복신청 불가하며, 선착순 접수로 진행 /  신청서 제출: 이메일 접수 / - 센터 홈페이지(https://ccei.creativekorea.or.kr/jeonnam) 공지사항에서 참가신청서를",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000125070,판로,높음,,바이어 초청 수출 상담회,M28
66,PBLN_000000000125400,수출,경기도,[경기] 여주시 2026년 중화권 시장개척단 참가기업 모집 재공고,hwpx,5427,"지원사항 / - 운영 지역별 / 바이어 발굴‧섭외 및 1:1 상담 주선 / - 단체 이동 차량 제공 / - 상담시 기업별 통역원 제공 / - 항공비 지원(1사 1인 항공비의 50%, 최대 36만원) / ※ 항공비 잔액, 숙박비, 식비 등 현지 체재비는 참가기업 부담 / ○ 주관/위탁기관 : 여주시 / (재)경기도경제과학진흥원(GBSA) / ○ 참가절차 / 접수 / ⇨ / 시장성 평가 / ⇨ / 기업선정 / ⇨ / 바이어발굴 / 및 사전매칭 / ⇨ / 사전간담회 / ⇨ / 현지파견 / 7.20.(월) / ~8.7.(금) / 8.10",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000125400,판로,높음,,중화권 시장개척단 - 바이어 상담·통역·항공비,M28
67,PBLN_000000000121442,인력,인천광역시,[인천] 2026년 소규모 제조업 중대재해 예방 안전조치 지원사업 참여기업 모집 공고,hwp,3096,"지원내용 / ❍ 지원금액 : 기업당 최대 250만원 ※ 부가가치세(VAT)는 기업부담 / ❍ 지원분야 ※ 지원금 범위 내 안전검사비, 방호장치, 보호구 모두 지원 가능 / - (검 사 비) 「산업안전보건법 시행령」 제78조에 의한 안전검사대상 기계 등의 정기 안전검사재검사(1회) 검사비용 / - (방호장치) 「산업안전보건법」, 「동법 시행령, 시행규칙」에서 규정된 방호조치를 위한 안전장치 / - (보 호 구) 「산업안전보건법」제84조에 의한 안전인증 제품 / □ 접수방법 / ❍ / 지원분야 ※ 지원금 범위 내 안전검사비, 방호장치, 보호구 모두 지원 가능 / - (검 사 비) 「산업안전보건법 시행령」 제78조에 의한 안전검사대상 기계 등의 정기 안전검사재검사(1회) 검사비용 / - (방호장치) 「산업안전보건법」, 「동법 시행령, 시행규칙」에서 규정된 방호조치를 위한 안전장치 / - (보 호 구) 「산업안전보건법」제84조에 의한 안전인증 제품 / □ 접수방법 / ❍ 접수기간 : 예산소진 전까지 사업기간 내 상시모집 / ❍ 접수방법 : 비즈오케이(Biz- / 지원규모 : 60개사 내외 ※ 기업당 최대 250만원 / ❍ 주요내용 : 관내 소규모 제조기업에 안전검사비, 방호보호 장치 구입비용 지원 / ❍ 지원대상 : 인천광역시 소재 50인 미만 제조업* 영위 사업장 / - 인천광역시에 주소지를 두고 4대 보험에 가입한 상시근로자 50인 미만 사업장 / -「중소기업기본법 시행령」[별표3]에 따른 소기업 규모 기준 매출액 사업장 포함 / * 사업자등록증상 제조업으로 표기가 되어있어야하고, 실제 제조 공정을 수행해야함 / * 사업장을 / 사업내용 변경 또는 사업기간 내 사업이 완료되지 않을 경우 지원금 전액환수 등의 제재조치를 취할 수 있음 / ❍ 성과관리 / - 본 사업의 결과물은 전담",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000121442,설비,보통,,안전검사비·방호장치·보호구 구입 지원,M28
68,PBLN_000000000124046,인력,고용노동부,[대구ㆍ경북] 2026년 사회적가치형 청년 일경험 지원사업 참여기업 모집 공고,hwp,1359,"1. 사회적가치형 청년일경험 지원사업이란? / 본 사업은 사회적기업의 사회적 가치 창출 활동에 청년이 직접 참여하여 실무 중심의 직무경험을 쌓고 이를 통해 청년의 노동시장 진입을 촉진하며 사회적기업의 사회적 가치 확산에 기여하고자 하는 사업입니다. / 2. 참여기업 요건 / 1) 대구, 경북소재 사회적기업 또는 예비 사회적기업 / 2) 사업신청기준 고용보험 가입자 3인 이상의 사업장 / 3) 사업신청기준 6개월 이상 운영 중일 것(신규설립 기업 검토용) / 4) 청년의 멘토로 지정 가능한 1년 이상 재직 정규근로자가 있을 것 / 5) 참여청년이 근무할 공간 및 기기를 제공할수 있을 것 / 3. 운영절차 / 1) 참여기업 운영절차 / - 참여신청서 제출 / - 서류 적합성 검토 및 승인 / - 협약체결 / - 일경험 진행(일경험 실시보고, 참여자 출결관리, 일경험 월별 결과보고) / - 사업 종료 / ※ 신청기업 승인 및 청년매칭 2주 내외 소요 / 2) 참여기업 제출서류 / - 신청서 1부 / - 운영계획서 1부 / - 근무환경 체크리스트 1부 / - 개인정보동의서 1부 / - [기타 증빙서류] (하나의 파일로 제출) / ① 법인등기사항증명서 및 사업자등록증 1부 / ② 국세 및 지방세 완납증명서 각 1부 / ③ 4대 보험 완납증명서 1부 / ④ 고용보험사업장자격취득자명부 1부 / ⑤ 최근 3년간 재무제표(23년~25년) 각 1부 / ※ 설립된 지 3년 이내 법인은 제출할 수 있는 범위 내 제출 / 4. 기업 지원금 상세 : 일경험 운영(8주) / 총 80만원 / 1) 기업 지원금 : 참여청년 1인 1주(5만원)×8주=40만원 / 2) 기업 멘토수당 : 참여청년 1인 1주(5만원)×8주=40만원 / 5. 신청 및 문의 / 1) 사업담당 : 김명삼 팀장, 이혜정 연구원 / 2) 문의처",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000124046,고용보조,보통,,청년 일경험 참여. 교육훈련과 경계,M28
69,PBLN_000000000117109,금융,경기도,[경기] 2026년 사회적경제조직 특별융자 사업 공고,hwp,2055,"경기도 공고 제2025-2540호 / 2026년 경기도 사회적경제조직 특별융자 사업 공고 / 『경기도 사회적경제기금 설치 및 운영 조례』에 따라 사회적경제조직의 건실한 발전을 지원하기 위해 경기도가 신용협동조합중앙회 및 경기도 소재 지역신용협동조합과 협약을 맺고 추진 중인 「경기도 사회적경제조직 특별융자」 2026년도 사업을 다음과 같이 공고합니다. / 2026. 1. 1. / 경 기 도 지 사 / □ 사업개요 : 경기도 사회적경제조직 대상 융자 및 이차보전 / □ 신청기간 : ’26. 1. 1. ~ 12. 31. (연중 수시) / □ 융자대상 조건 / ○ (융자대상) 경기도내 주된 사업장이 소재한 다음의 사회적경제조직 / 1. 「경기도 사회적경제 기본조례」 제2조제3호에 따른 사회적기업, 경기형 예비사회적기업, 중앙부처형 예비사회적기업 / 2. 「경기도 사회적경제 기본조례」 제2조제3호에 따른 / 협동조합, 협동조합연합회, 사회적협동조합 및 사회적협동조합연합회 / 3. 「경기도 사회적경제 기본조례」 제2조제3호에 따른 마을기업 및 예비마을기업 / 4. 「경기도 사회적경제 기본조례」 제2조제3호에 따른 소비자생활협동조합, 소비자생활협동조합연합회, 소비자생활협동조합전국연합회 / 5. 「경기도 사회적경제 기본조례」 제2조제3호에 따른 자활기업 / 6. 협동조합 기본법 제2조에 따른 이종(異種)협동조합연합회 / ※ 단, 융자실행 이후에도 법인격, 사회적경제조직 지위, 사업장 소재지 등 대상요건을 유지하여야 함 / ✍ 예비사회적기업 및 예비마을기업 지정만료 등 사회적경제조직 지위 상실 시 지원 중단 / ○ (융자 제외 대상) / 1. 금융기관으로부터 여신거래가 불가능한 사업자 / 2. 사치향락업종을 영위하는 업체(골프장, 무도장)또는 부동산 관련업종 등 / 3. 휴·폐업 중인 사업자 / 4.",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117109,융자,높음,,사회적경제조직 특별융자 + 이차보전,M28
70,PBLN_000000000125385,내수,대구광역시,[대구ㆍ경북] 2026년 하반기 대구경북 공공구매상담회 참가기업 모집 공고,hwpx,6386,"‘26 하반기 대구경북 공공구매상담회 참가기업 모집 안내 / □ 목적 / ◦ / 구매상 / 담회를 통해 중소기업의 공공조달시장 진출을 지원하고, 지역 / 공공기관의 중소기업제품 구매 / 촉진 유도 / □ 행사개요 / ㅇ / (행 사 명) / ‘26년 하반기 대구경북 공공구매상담회 / ㅇ / (주관기관) / 대구‧경북중기청 / ㅇ / (일시‧장소) / ’26.9.17. / (목) / 14:00, / 안동상공회의소 3층 강당 / ㅇ / (참가대상) / 공기업‧준정부기관 등 공공기관, 중소기업 / ㅇ / (주요내용) / 참가기업과 공공기관 간 구매상담, 공공조달 정책상담 / 구분 / 내용 / 비고 / 구매상담 / ▪ 공공조달시장 진출을 희망하는 기업과 공공기관 / 구매담당자(기관당 최대 2인) 간 / 일대일 구매상담 / 진행 / ▪ 각 상담테이블에서 창업기업 당 / 20분 / 정도 상담 / 진행, / 3개의 공공기관과 구매상담 / 사전‧현장 매칭 / 정책상담 / ▪ 벤처창업혁신 조달상품 지원 절차 안내 / ▪ 벤처나라, 조달등록 등 조달정책상담 / 대구지방 / 조달청 / 판로상담 / ▪ 제품 상품성 향상 코칭 및 판로마케팅 상담 / ▪ TV홈쇼핑 등 판로채널 입점지원 / ㈜공영홈쇼핑 / □ / 추진 / 일정 / ① 공공기관 모집 / ⇒ / ② 참가기업 모집 / ⇒ / ③ 사전매칭 / ⇒ / ④ 구매상담회 / 7.23(목)~8.7(금) / 8.12(수)~9.3(목) / 9.10(목) / 9.17(목) / □ 참가기업 모집(8.12~9.3) / ㅇ / (신청대상) / 대구경북 소재 중·소기업자 또는 소상공인 / ㅇ 공공기관 구매 품목 및 우선 구매 대상 제품 기업 모집 우선 / ㅇ / (신청기간) ‘26.8.12 / (수) / ~ ‘26.9.3 / (목) / 18시까지 / ㅇ / (신청방법)",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000125385,판로,낮음,,공공구매상담회. 학습셋 '수산식품 무역상담회 → 판로' 를 따랐다. 공공구매(컷오프미달) 로 볼 여지 있음,M28
71,PBLN_000000000125360,기술,경기도,[경기] 수원시 2026년 3차 지식재산 긴급지원(중소기업IP바로 지원) 사업 모집 공고,hwp,6127,"지원내용 / o 지식재산 전문가의 IP현안 진단을 통해 컨설턴트 직접컨설팅을 제공하고, 외부기관(분야별 전문기관)과 함께 국내맞춤 특허·디자인전략, 디자인·브랜드개발, 특허기술홍보영상제작, 국내·해외출원비용 등을 지원 / <지식재산 긴급지원 세부지원내용> / ※ 특수국 : 중동, 캐나다, 브라질, 러시아, 호주, 싱가포르 / ※ 세부 지원내용 및 정부지원금 규모는 일부 변경될 수 있음 / <과업별 주요 지원내용> / □ 선정평가 / o ① [신속진단KIT] → ② 우대가 / 지원 내용 / □ 사업목적 / o 문서화된 특허기술을 3차원(3D) 홍보영상으로 제작하여 제공함으로써 특허기술에 대해 보다 쉽게 접근할 수 있도록 하여 사업화 추진을 촉진 / □ 지원내용 / o 등록된 특허기술 내용을 그래픽, 내레이션 등을 통해 3차원 시뮬레이션 홍보영상으로 제작하여 제공 / □ 지원기준 / o 신청일 현재 권리가 등록 되어있는 특허․실용신안 / □ 지원규모 / o 세부사업별 원가조사 금액(기업분담금(현금+현물) 및 VAT 포함)을 기준으로 기업분담금(현금20%+ / 지원규모 / o 기업 당 2,000만원 이내(지원금 합산 기준, 자부담 제외) / * 단, 제품디자인개발 및 목업 연계 지원 시 정부지원금 일부 초과 가능 / □ 기업분담금 / o 기업분단금 : 40%(현금20%+현물20%) / * 소상공인, 여성기업, (예비)사회적기업의 경우 현금 10%+현물 30% 적용(증빙 제출) / * 국내·해외출원지원의 경우 현금 40% / □ 지원내용 / o 지식재산 전문가의 IP현안 진단을 통해 컨설턴트 직접컨설팅을 제공하고, 외부기관(분야별 전문",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000125360,컨설팅,높음,,지식재산 긴급지원(IP바로지원). 학습셋 IP나래·IP디딤돌 → 컨설팅,M28
72,PBLN_000000000119567,창업,농림축산식품부,2026년 농식품 크라우드펀딩 지원사업 공고,hwp,5030,"지원 내용) / * 지원한도(50회) 내에서 기업당 1회 지원을 원칙으로 하되, 증권형 추진 기업에 대해서는 필요시 횟수 차감 방식으로 2회 지원 가능 / □ 펀딩 전 지원 / ㅇ 농식품 기업이 성공적인 펀딩 준비에 필요한 제반 비용을 지원 / - 펀딩에 필요한 법률, 회계, 법인전환 컨설팅, 컨텐츠 제작(상세페이지, 사진 촬영, SNS 홍보 비용 등) 등에 소요 되는 비용을 예산 한도 내 지원 / ㅇ (지원 금액) 지원 한도는 펀딩 성공 금액 이내 지원 / * 지원한도 : / 지원조건) 사업연도(‘26년) 내 농식품 크라우드펀딩을 희망하는 경영체 / ○ (지원 내용) / * 지원한도(50회) 내에서 기업당 1회 지원을 원칙으로 하되, 증권형 추진 기업에 대해서는 필요시 횟수 차감 방식으로 2회 지원 가능 / □ 펀딩 전 지원 / ㅇ 농식품 기업이 성공적인 펀딩 준비에 필요한 제반 비용을 지원 / - 펀딩에 필요한 법률, 회계, 법인전환 컨설팅, 컨텐츠 제작(상세페이지, 사진 촬영, SNS 홍보 비용 등) 등에 소요 되는 비용을 예산 한도 내 지 / 지원한도(50회) 내에서 기업당 1회 지원을 원칙으로 하되, 증권형 추진 기업에 대해서는 필요시 횟수 차감 방식으로 2회 지원 가능 / □ 펀딩 전 지원 / ㅇ 농식품 기업이 성공적인 펀딩 준비에 필요한 제반 비용을 지원 / - 펀딩에 필요한 법률, 회계, 법인전환 컨설팅, 컨텐츠 제작(상세페이지, 사진 촬영, SNS 홍보 비용 등) 등에 소요 되는 비용을 예산 한도 내 지원 / ㅇ (지원 금액) 지원 한도는 펀딩 성공 금액 이내 지원 / * 지원한도 : 증권형 2.5백만",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000119567,컨설팅,보통,,크라우드펀딩 준비 법률·회계·콘텐츠 비용. 학습셋 투자유치 컨설팅 → 컨설팅,M28
73,PBLN_000000000118729,창업,중소벤처기업부,2026년 창업-BuS at 경북 참여기업 모집 공고,hwp,2243,"지원분야 : 초격차 10대 분야 / - 중점분야(우대) : AI·빅데이터, 바이오·헬스, 친환경·에너지, 로봇 / □ 접수기간 : 2026. 11. 30.(월) 까지, 연중 상시 모집 / □ 신청방법 / - 구글 폼 신청을 통한 상시 접수(https://forms.gle/K1hXGx9ex6EpX2Km8) / - 경북창조경제혁신센터 홈페이지 사업공고(https://ccei.creativekorea.or.kr/gyeongbuk/) / □ 신청서류 / ① 신청서 및 개인정보 이용 / 사업내용 / ◦ 기업 발굴 : 목요 급행 IR(주간 IR) / - 매주 실시되는 목요 급행 IR로 투자 가능성 집중 점검 / ◦ 기업 선발 : 경북 터미널 IR(월간 IR) / - 창업-BuS 참여기업 투자검토를 위한 월 단위 경북 터미널 IR 실시 / ◦ 투자유치 지원 : 직·간접 투자 / Pre-TIPS, TIPS 추천 / - 센터 보유 펀드를 활용한 투자 및 Pre-TIPS, TIPS 추천 / ◦ 특화프로그램 지원 / - 선발기업의 후속투자 연계 가능성 확보를 위한 기업",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000118729,창업보육,보통,,IR·투자유치·TIPS 추천. 학습셋 '글로벌 투자유치 프로그램 → 창업보육',M28
74,PBLN_000000000125062,기술,충청북도,[충북] 2026년 2차 국내출원비용 지원사업 모집 공고,hwp,1735,"• 충청북도 내 중소기업(소상공인 포함)의 우수한 기술, 상표, 창의적인 디자인 등 지식재산 창출을 도모하기 위해 국내출원에 소요되는 비용 중 일부(70%이내)를 지원 / • 충청북도 내(본사 소재지) 중소기업 / ※ 개인(예비창업자 등)의 경우 충북지식재산센터 IP디딤돌 프로그램(문의:043-229-2738)을 신청하시기 바랍니다. / ※ 소상공인으로 상표출원 예정인 기업은 소상공인 IP역량 강화지원사업 (https://pms.ripc.org/smallbiz/)로 신청하시기 바랍니다. / (문의:043-229-2737) / • 출원일이 2026년 1월 1일 이후 건으로 특허사무소에 비용지급이 완료된 건 / • IP지원신청서(부속서류 포함)를 제출한 기업 / • 이동특허상담에 참여한 기업으로 충북지식재산센터가 지정한 전문위원이 심의한 기업(전문위원이 (붙임2)상담·심의표를 제출한 기업) / ※ IP지원신청서를 제출한 기업에게 개별적으로 이동특허상담 참여안내 예정(일정, 상담장소 등 구체적인 사항은 개별안내하며 미신청 기업(개인)도 이동특허상담 가능함) / ※ 3가지 조건을 모두 충족하더라도 부적격(하단 유의사항 참고)에 해당하는 경우는 지원제외 / • 접수기간: [2차] 2026. 8. 03 ∼ 8. 31 / ※ 접수마감 전에 예산이 소진되는 경우 2차 접수는 조기 마감하고 3차 접수는 하지 않음 / ⇨ 2차 접수를 할 경우, 청주상공회의소 홈페이지에 공고 예정 / ※ 2차까지 접수를 진행한 후 예산이 남는 경우, 3차까지 접수를 진행할 수 있음 / ※ 지원금은 접수마감일 이후 2개월 이내 선정기업의 신청계좌로 입금함 / • 국내출원에 소요되는 출원비용(대리인에게 입금한 금액 등)중 일부(70%이내) 지원 / ※ 세금(국세·지방세) 성격의 비용(부가가치세(V.A.T) 등)은 지원금",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000125062,컨설팅,보통,,국내 출원비용 70% 지원. 학습셋 '상표권 출원지원 → 컨설팅',M28
75,PBLN_000000000117309,금융,경상남도,[경남] 함안군 2026년 소상공인 육성자금(이자) 지원계획 공고,hwp,2463,"지원조건 및 내용 / ※ 대출금리 및 상환방법은 금융기관별 여신규정에 따라 다를 수 있음 / ※ 금리상한제 적용 : 기준금리(COFIX) + [2.0%(전액보증) 또는 3.0%(부분보증)] / 7. 신용보증기관 : 경남신용보증재단 / 8. 대출금융기관 : 「함안군 소상공인 육성지원 융자업무에 관한 협약서」를 / 체결한 금융기관(9개소) / - 경남은행(2개소) : 함안지점, 칠원지점 / - 농협은행(2개소) : 함안군지부, 칠서공단지점 / - 지역농협(2개소) : 동 / 지원방식 : 시중 대출금리의 이자차액 보전 / 4. 지원대상 : 함안군에 사업자등록을 하고 경남신용보증재단의 신용 보증서를 발급받은 소상공인(개인 또는 법인) / ※ 지원제외 대상 / - 금융․보험업, 사치 향락적 소비나 투기를 조장하는 업종 / - 휴․폐업신고를 하였거나 군수가 사실상 휴․폐업중이라고 인정하는 업체 / - 국세·지방세 체납 중인 업체 / - 그 밖에 신용보증재단에서 보증 제한하는 업종(붙임1 참조) / - 함안군 중소기업 육성자금 지원 업체 / - 함안군 소",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117309,융자,높음,,소상공인 육성자금 이자차액 보전. 학습셋 이차보전 → 융자,M28
76,PBLN_000000000123695,경영,대구광역시,[대구] 2026년 취업규칙 제정ㆍ개정 지원사업 공고,hwp,862,"지원내용 / - 센터 위촉노무사 연계를 통한 사업장별 맞춤형 취업규칙 제·개정 지원(최소 1회 이상 방문) / - 제정지원: 취업규칙이 없는 사업장을 대상으로, 사업장 규모와 업종 특성을 고려한 표준 취업규칙 초안 마련 및 필수 기재 사항 반영 지원 / - 개정지원: 기존에 취업규칙을 보유하고 있는 사업장을 대상으로, 법령 위반 및 노후 규정 정비, 변화하는 노동 정책에 부합하는 현실적인 취업규칙 개정 지원 / ❍ 신청자격 제외 대상 / ❍ 중복참여 불가 / ❍ 접수기간",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123695,컨설팅,높음,,노무사 연계 취업규칙 제·개정 지원,M28
77,PBLN_000000000125061,경영,경기도,[경기] 안산시 2026년 온라인마케팅 지원사업 안산e스토어 입점 기업 모집 공고,hwp,1382,"지원내용 / 가. 입점 지원 :‘안산e스토어’제품 등록 및 네이버 스마트스토어 연동 / (상품 상세 정보, 결제, 사용자 리뷰 노출 등) / 나. 기업 홍보 : 네이버 스마트스토어 미운영 기업 홍보를 위해 기업 홈페이지 입점 링크 연동 / 다. 기타 지원 사항 / 1) (플레이스 등록) 네이버 스마트플레이스 등록 기업 대상‘안산e스토어’지도 검색 자동 연동 / 2) (할인 쿠폰 지원) 신규 입점 50개 기업 지원*, 기업별 최대 10만원 할인 쿠폰(네이버 스마트스토어)",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000125061,판로,높음,,안산e스토어·스마트스토어 입점 지원,M28
78,PBLN_000000000118665,창업,울산광역시,2026년 울산 IP(지식재산) 디딤돌 프로그램 지원사업 공고,hwp,1012,"지원내용 / 나. 지원한도 / * 추가 권리화의 필요성이 인정되는 건에 한해서, 예비창업자 1인 3건까지 지원가능(기본 1건 포함) / 다. 지원절차 / ※ 신청인의 현황에 따라 지원절차는 변동될 수 있음 / 3. 지원 신청 방법(※첨부1-1의 사업자등록사실여부 확인 자료 필수 제출) / 가. 신청서 교부 : 온라인(홈페이지) 및 오프라인(센터방문) 교부 / - 울산지식재산센터 홈페이지 / (https://pms.ripc.org/www/center/notice/CNT / 지원한도 / * 추가 권리화의 필요성이 인정되는 건에 한해서, 예비창업자 1인 3건까지 지원가능(기본 1건 포함) / 다. 지원절차 / ※ 신청인의 현황에 따라 지원절차는 변동될 수 있음 / 3. 지원 신청 방법(※첨부1-1의 사업자등록사실여부 확인 자료 필수 제출) / 가. 신청서 교부 : 온라인(홈페이지) 및 오프라인(센터방문) 교부 / - 울산지식재산센터 홈페이지 / (https://pms.ripc.org/www/center/notice/CNT024/cente",https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000118665,컨설팅,높음,,IP디딤돌 프로그램. 학습셋에 같은 이름 사업이 컨설팅,M28
