row_id,사업명,출처,지원성격,지원방식,지원단위,기업당지원한도,기업당액_산출,지원기업수,지원비율,사업기간,기간_근거,수치축_개수,비교군_percentile,극단축_개수,상식범위밖,원문발췌,라벨,라벨근거
EXCEL2023_0440,2023년 수출지원기반활용사업(산업부 수출바우처_산업 글로벌 진출역량 강화),taxonomy,판로,voucher,company,1.0억원,stated_cap,,70.0,,no_duration_evidence,2,"기업(과제)당 지원한도 P100(n=190,성격x단위) / 지원비율 P25(n=57,성격)",1,False,"평균수출액 규모에 따라 지원규모 차등, 자부담 30% - (진입기업) 소부장 및 그린기업은 30~50백만원 / 소비재 및 서비스기업은 20~30백만원 - (성장기업) 소부장 및 그린기업은 40~70백만원 / 소비재 및 서비스기업은 30~50백만원 - (확장기업) 소부장 및 그린기업은 40~100백만원 / 소비재 및 서비스",,
PBLN_000000000105293,[전남] 2025년 중소기업 수출보험료 지원사업 신청안내 변경 공고,bizinfo,사업화,guarantee,company,300.0만원,stated_cap,400.0,,,,2,"기업(과제)당 지원한도 P0(n=650,성격x단위) / 지원 기업/과제 수 P100(n=542,성격x단위)",2,False,[전남] 2025년 중소기업 수출보험료 지원사업 신청안내 변경 공고,,
EXCEL2023_0575,2023년 마케팅지원(중소기업 제품 품질 개선지원),taxonomy,교육훈련,mixed,company,,,100.0,80.0,,no_duration_evidence,2,"지원 기업/과제 수 P84(n=1321,단위) / 지원비율 P75(n=957,전체)",0,False,"100개사 내외, 자부담 20% 이상",,
PBLN_000000000045922,[전남] 지역 투자활성화를 위한 투자유치설명회 참여기업 모집 공고,bizinfo,컨설팅,grant,company,200.0만원,stated_cap,10.0,90.0,,,3,"지원비율 P90(n=64,성격x방식) / 기업(과제)당 지원한도 P25(n=69,성격x방식x단위x출처) / 지원 기업/과제 수 P56(n=39,성격x방식x단위x출처)",1,False,[전남] 지역 투자활성화를 위한 투자유치설명회 참여기업 모집 공고,,
PBLN_000000000069667,[경기] 군포시 2021년 4차 중소기업 육성자금 지원계획 공고,bizinfo,융자,grant,company,3.0억원,stated_cap,,,,,1,"기업(과제)당 지원한도 P50(n=47,성격x방식x단위x출처)",0,False,[경기] 군포시 2021년 4차 중소기업 육성자금 지원계획 공고,,
EXCEL2023_0633,2023년 희망리턴패키지 사업(재창업지원),taxonomy,사업화,grant,person,2000.0만원,stated_cap,,50.0,,no_duration_evidence,2,"지원비율 P0(n=267,성격x방식x출처) / 기업(과제)당 지원한도 P40(n=26,단위)",1,False,"1,000명(e-커머스 700, 유망업종 300), 13백만원(유망업종은 20백만원), 자부담 50%",,
EXCEL2022_0836,2022년 소상공인·자영업자 생활혁신형 기술개발(생활혁신개발_일반형),taxonomy,사업화,grant,company,3000.0만원,stated_cap,47.0,90.0,,no_duration_evidence,3,"기업(과제)당 지원한도 P10(n=316,성격x방식x단위x출처) / 지원비율 P90(n=267,성격x방식x출처) / 지원 기업/과제 수 P80(n=258,성격x방식x단위x출처)",2,False,"[기획] 47개, 2백만원 이내, 자부담 10% / [개발] 21개, 30백만원 이내, 자부담 10% ⑤ 설명: 3개 기관(전북대학교, 수원대학교, 한성대학교)이 과제 기획 지원",,
EXCEL2023_0124,2023년 연구산업육성사업(기술거래전문기업육성),taxonomy,사업화,grant,company,3.0억원,stated_cap,5.0,80.0,,no_duration_evidence,3,"지원 기업/과제 수 P18(n=258,성격x방식x단위x출처) / 기업(과제)당 지원한도 P75(n=316,성격x방식x단위x출처) / 지원비율 P50(n=267,성격x방식x출처)",0,False,"5개 컨소시엄, 컨소시엄 당 300백만원, 자부담 20% ⑤ 설명: BT(생명), NT(나노·소재), IT(정보통신), ET(환경·에너지), 융합 등 5대 기술분야 지원",,
EXCEL2022_0601,2022년 디자인혁신유망기업 육성(디자인경영역량진단),taxonomy,컨설팅,grant,company,2000.0만원,stated_cap,65.0,,,no_duration_evidence,2,"지원 기업/과제 수 P68(n=37,성격x방식x단위x출처) / 기업(과제)당 지원한도 P50(n=80,성격x방식x단위x출처)",0,False,"65개, 20백만원",,
PBLN_000000000117038,[충북] 2026년 소상공인 육성자금 지원계획 공고,bizinfo,융자,loan,,,,,,,no_duration_evidence,0,비교군 부족,0,False,"7천만원  2026년도 충청북도 소상공인 육성자금 지원계획을 다음과 같이 공고합니다.  ☞ 도내 사업장을 둔 소상공인  ☞ 신규창업자의 초기 운전자금, 기존사업자의 경영에 필요한 운전자금 및 시설개보수자금 지원 - 대출한도 : 7천만원 이내(기 지원금액 포함)",,
PBLN_000000000125225,[울산] 2026년 5차 사회연대경제 청년 일경험 시범사업 참여기업 추가 모집 공고,bizinfo,고용보조,grant,company,,,1.0,,,no_duration_evidence,1,"지원 기업/과제 수 P10(n=38,성격x방식x단위x출처)",1,False,"20만원  미취업 청년에게 사회연대경제 분야 일경험 기회를 제공하여 직무 역량 강화 등 진입 기반을 마련하고 사회연대경제 분야에 대한 청년의 관심을 높이기 위한 「2026년 사회연대경제 청년 일경험 시범사업」의 참여기업을 다음과 같이 5차 추가 모집 공고합니다.  ☞ 마을기업, 협동조합, 고용 10인 미만 사회연대경제 관",,
PBLN_000000000044230,2019년 1차 산업집적지 경쟁력강화사업 스마트제조 R&D 신규지원 대상과제 공고,bizinfo,연구개발,grant,,4.0억원,budget_div_count,26.0,,,,2,비교군 부족,0,False,2019년 1차 산업집적지 경쟁력강화사업 스마트제조 R&D 신규지원 대상과제 공고,,
EXCEL2022_0488,2022년 종균활용 발효식품산업지원,taxonomy,사업화,grant,company,2000.0만원,stated_cap,25.0,,,no_duration_evidence,2,"기업(과제)당 지원한도 P0(n=316,성격x방식x단위x출처) / 지원 기업/과제 수 P64(n=258,성격x방식x단위x출처)",1,False,"25개, 20백만원 이내, 자부담+지방비 50%",,
PBLN_000000000094716,2024년 선도유지제 지원사업 공고,bizinfo,사업화,grant,company,6000.0만원,stated_cap,1.0,,,,2,"지원 기업/과제 수 P10(n=220,성격x방식x단위x출처) / 기업(과제)당 지원한도 P79(n=286,성격x방식x단위x출처)",1,False,2024년 선도유지제 지원사업 공고,,
EXCEL2023_0538,2022년 그린뉴딜 유망기업 100 프로젝트(그린벤처 프로그램),taxonomy,사업화,grant,company,30.0억원,stated_cap,15.0,80.0,3.0,hint_only,4,"기업(과제)당 지원한도 P100(n=316,성격x방식x단위x출처) / 사업기간 P75(n=57,성격x방식x출처) / 지원 기업/과제 수 P53(n=258,성격x방식x단위x출처) / 지원비율 P50(n=267,성격x방식x출처)",1,False,"15개, 3년간 3,000백만원(R&D 1,250백만원, 사업화 1,750백만원), 자부담 20%",,
PBLN_000000000119356,[서울] 2026년 아이 키우기 좋은 기업 지원사업 육아휴직ㆍ출산휴가 기업지원금 및 출산휴가급여 근로자지원금,bizinfo,고용보조,grant,company,,,3.0,,0.25,hint_only,2,"사업기간 P10(n=46,성격x방식) / 지원 기업/과제 수 P31(n=38,성격x방식x단위x출처)",1,False,30만원  서울특별시는 「서울특별시 남녀고용평등과 일ㆍ생활 균형 지원에 관한 조례」에 따라 중소기업이 아이 키우기 좋은 기업으로 성장할 수 있도록 지원하고 있습니다. 이에 육아휴직ㆍ출산휴가 기업지원금 및 출산휴가급여 근로자지원금 신청 공고 신청을 다음과 같이 공고하오니 많은 참여 바랍니다.  ☞ 「중소기업기본법」 제2조에,,
EXCEL2023_0632,2023년 희망리턴패키지 사업(경영개선지원),taxonomy,사업화,grant,company,2000.0만원,stated_cap,,50.0,,no_duration_evidence,2,"기업(과제)당 지원한도 P0(n=316,성격x방식x단위x출처) / 지원비율 P0(n=267,성격x방식x출처)",2,False,"사업화자금 20백만원 지원, 자부담 50%",,
PBLN_000000000076395,[경기] 2022년 제조ㆍ서비스업 융복합사업 후속지원 참여기업 모집 공고,bizinfo,사업화,grant,company,76.9만원,budget_div_count,26.0,,,,2,"기업(과제)당 지원한도 P0(n=286,성격x방식x단위x출처) / 지원 기업/과제 수 P80(n=220,성격x방식x단위x출처)",1,False,[경기] 2022년 제조ㆍ서비스업 융복합사업 후속지원 참여기업 모집 공고,,
PBLN_000000000105035,[제주] 서귀포시 2025년 FTA기금 과수(감귤ㆍ키위)고품질 시설현대화 지원사업 추가 신청ㆍ접수계획 공고,bizinfo,사업화,other,,,,14.0,80.0,,,2,"지원비율 P50(n=377,성격)",0,False,[제주] 서귀포시 2025년 FTA기금 과수(감귤ㆍ키위)고품질 시설현대화 지원사업 추가 신청ㆍ접수계획 공고,,
EXCEL2022_0079,2022년 산학연 Collabo R&D사업,taxonomy,연구개발,guarantee,company,4.0억원,stated_cap,375.0,80.0,2.0,hint_only,4,"지원 기업/과제 수 P100(n=145,성격x단위) / 지원비율 P90(n=164,성격) / 기업(과제)당 지원한도 P43(n=161,성격x단위) / 사업기간 P50(n=137,성격)",2,False,"[기획] 375개, 50백만원 / [R&D] 71개, 2년간 400백만원 / 공통자부담 20% ⑤ 설명: 협력대학 매칭을 원하는 기업은 기술보증기금, 한국산학연협회에서 매칭 지원",,
PBLN_000000000123814,2026년 3차 온실가스 국제감축사업(투자지원사업) 모집 공고,bizinfo,설비,grant,company,5.0억원,stated_cap,,90.0,,no_duration_evidence,2,"지원비율 P100(n=82,성격x방식) / 기업(과제)당 지원한도 P79(n=78,성격x방식x단위)",1,False,"  온실가스 국제감축사업 발굴 및 추진 역량이 있는 기업 대상으로「2026년 온실가스 국제감축사업」다음과 같이 참여기업을 모집하오니 많은 참여 바랍니다.  ☞ 국내기업 등(국가기관, 지방자치단체, 공공기관, 기업, 비영리법인, 그 밖의 법인, 국내기업 등이 지분을 보유하고 있는 자회사(외국법인), 대한민국 정부가 출자한 ",,
PBLN_000000000042060,[광주] 2019년 광주글로벌게임센터 Hipster 프로젝트제작 지원사업 공고,bizinfo,사업화,other,,,,1.0,90.0,,,2,"지원비율 P90(n=377,성격)",1,False,[광주] 2019년 광주글로벌게임센터 Hipster 프로젝트제작 지원사업 공고,,
EXCEL2023_0218,2023년 시장다변화 프런티어(선도기업) 육성 지원,taxonomy,사업화,grant,company,3000.0만원,stated_cap,35.0,80.0,,no_duration_evidence,3,"기업(과제)당 지원한도 P10(n=316,성격x방식x단위x출처) / 지원 기업/과제 수 P75(n=258,성격x방식x단위x출처) / 지원비율 P50(n=267,성격x방식x출처)",1,False,"35개, 사업화자금 30백만원 이내, 자부담 20%",,
PBLN_000000000045622,[대전] 2019년 3분기 소상공인 경영개선자금 지원 공고,bizinfo,융자,grant,company,6000.0만원,stated_cap,14.0,,,,2,"기업(과제)당 지원한도 P16(n=47,성격x방식x단위x출처) / 지원 기업/과제 수 P59(n=32,성격x방식x단위x출처)",0,False,[대전] 2019년 3분기 소상공인 경영개선자금 지원 공고,,
PBLN_000000000087113,[전북] 전주시 2023년 2차 중소기업 환경개선사업 모집 공고,bizinfo,설비,grant,company,2000.0만원,stated_cap,,57.0,,,2,"기업(과제)당 지원한도 P25(n=78,성격x방식x단위) / 지원비율 P42(n=82,성격x방식)",0,False,[전북] 전주시 2023년 2차 중소기업 환경개선사업 모집 공고,,
EXCEL2022_0775,2022년 창업성장기술개발사업(디딤돌),taxonomy,연구개발,grant,company,1.2억원,stated_cap,900.0,90.0,1.0,hint_only,4,"기업(과제)당 지원한도 P0(n=121,성격x방식x단위x출처) / 지원 기업/과제 수 P100(n=115,성격x방식x단위x출처) / 지원비율 P100(n=139,성격x방식x출처) / 사업기간 P10(n=126,성격x방식x출처)",4,False,"900개, 1년간 120백만원 이내, 자부담 10%",,
EXCEL2023_0342,2023년 보건복지부 시니어인턴십 인건비 지원,taxonomy,고용보조,grant,person,,,,,0.25,bare,1,"사업기간 P10(n=46,성격x방식)",1,False,"근로자 1인당 최대 240만원 인건비 지원(약정급여의 50%, 월 40만원 한도) ⑤ 설명: 3개월 기본 고용 후 6개월 계속고용계약 체결 시 3개월 인건비 추가 지원",,
EXCEL2023_0194,2023년 농기자재 수출기업육성 지원기업,taxonomy,해외인증,grant,company,2100.0만원,stated_cap,50.0,70.0,,no_duration_evidence,3,"지원 기업/과제 수 P77(n=1321,단위) / 지원비율 P25(n=957,전체) / 기업(과제)당 지원한도 P51(n=32,성격x방식x단위)",0,False,"50개, 21백만원 이내, 자부담 30% ⑤ 설명: [8개 품목 지원] 농기계, 친환경농자재, 사료, 동물용의약품, 농약, 비료, 시설자재(스마트팜 포함), 종자",,
PBLN_000000000124650,[대구] 달성군 2026년 창업 성공패키지 참여기업 모집 공고,bizinfo,사업화,grant,company,700.0만원,stated_cap,,,,no_duration_evidence,1,"기업(과제)당 지원한도 P35(n=286,성격x방식x단위x출처)",0,False,"700만원  달성군 기업+일자리지원센터에서는 창업 초기 단계 기업들이 시장에 안정적으로 안착할 수 있도록 사업화 자금지원 및 전문컨설팅을 제공하고, 우수 창업팀의 성과확산과 성장가능성 제고를 위해 「2026년 달성 창업 성공패키지」 참여기업을 다음과 같이 모집하오니 많은 관심과 참여 바랍니다.  ☞ 공고일 기준 달성군 내",,
EXCEL2023_0816,2023년 해외 식품규격 인증 지원,taxonomy,해외인증,grant,company,2000.0만원,stated_cap,,80.0,,no_duration_evidence,2,"지원비율 P75(n=957,전체) / 기업(과제)당 지원한도 P50(n=32,성격x방식x단위)",0,False,"20백만원 이내, 자부담 20%",,
EXCEL2023_0523,2023년 중소기업 스마트제조혁신 지원(스마트마이스터 활용지원),taxonomy,컨설팅,grant,company,1512.0만원,stated_cap,,90.0,,no_duration_evidence,2,"지원비율 P90(n=58,성격x방식x출처) / 기업(과제)당 지원한도 P38(n=80,성격x방식x단위x출처)",1,False,"[기본] 252만원(8회 방문) / [심화] 756만원(24회 방문) / [종합] 1,512만원(48회 방문) / 과제별 자부담 10% ⑤ 설명: 종합형은 중기부 스마트공장 구축지원 과제에 선정된 기업을 대상으로 지원",,
EXCEL2022_0030,2022년 농수산식품 정책자금 융자(우수수산물지원자금),taxonomy,융자,loan,company,50.0억원,stated_cap,,,1.0,context,2,"기업(과제)당 지원한도 P100(n=55,성격x방식x단위x출처) / 사업기간 P10(n=91,성격x방식x출처)",2,False,"50억원 한도, 고정 또는 변동금리, 대출기간 1년 ⑤ 설명: 대출액의 30% 이상 국산 원료 수산물 구매 및 대출액의 50% 이상 해외수출 의무 부여",,
EXCEL2023_0493,2023년 탄소중립선도플랜트 구축지원 사업,taxonomy,설비,grant,company,30.0억원,stated_cap,,40.0,2.0,hint_only,3,"기업(과제)당 지원한도 P100(n=57,성격x방식x단위x출처) / 지원비율 P0(n=57,성격x방식x출처) / 사업기간 P50(n=566,전체)",2,False,"2년간 3,000백만원 이내, 자부담 60%",,
PBLN_000000000039816,석탄발전 미세먼지 저감 친환경설비 혁신기술개발사업(2019년 산업기술혁신사업 통합 시행계획 공고),bizinfo,연구개발,grant,project,18.3억원,stated_cap,5.0,70.0,,,3,"지원비율 P10(n=154,성격x방식) / 기업(과제)당 지원한도 P75(n=41,성격x방식x단위) / 지원 기업/과제 수 P50(n=43,성격x방식x단위)",1,False,석탄발전 미세먼지 저감 친환경설비 혁신기술개발사업(2019년 산업기술혁신사업 통합 시행계획 공고),,
EXCEL2023_0168,2023년 물류효율화 사업(물류기업 해외진출 지원),taxonomy,컨설팅,grant,company,2500.0만원,stated_cap,,50.0,,no_duration_evidence,2,"지원비율 P10(n=58,성격x방식x출처) / 기업(과제)당 지원한도 P53(n=80,성격x방식x단위x출처)",1,False,"25백만원, 자부담 50%",,
PBLN_000000000043621,[대전] 해외규격인증획득지원사업 참여기업 모집 공고,bizinfo,해외인증,grant,company,2500.0만원,stated_cap,51.0,,,,2,"지원 기업/과제 수 P77(n=1321,단위) / 기업(과제)당 지원한도 P53(n=32,성격x방식x단위)",0,False,[대전] 해외규격인증획득지원사업 참여기업 모집 공고,,
EXCEL2022_0770,2022년 시니어 퇴직인력의 특허기반 기술창업지원,taxonomy,사업화,guarantee,company,6000.0만원,stated_cap,20.0,80.0,,no_duration_evidence,3,"지원 기업/과제 수 P67(n=542,성격x단위) / 기업(과제)당 지원한도 P52(n=650,성격x단위) / 지원비율 P50(n=377,성격)",0,False,"20개(창업 10개, 재창업 10개), 40백만원 이내, 자부담 20% ⑤ 설명: 창업지원과제는 신용보증기금과 연계하고, 재창업지원 과제는 중기부 재도전성공패키지(60백만원)와 연계하여 지원",,
PBLN_000000000124919,[울산] 2026년 맞춤형 AI 솔루션 지원사업 수혜기업 모집 공고(지역특화 제조데이터 활성화 사업),bizinfo,SW·솔루션,grant,company,6500.0만원,stated_cap,,,,no_duration_evidence,1,"기업(과제)당 지원한도 P52(n=1726,단위)",0,False,"65백만원  중소벤처기업부와 울산광역시가 지원하는 「2026년 지역특화 제조데이터 활성화 사업」의 일환으로 맞춤형 AI 솔루션 지원사업의 수혜기업 지원 계획을 다음과 같이 공고합니다.  ☞ (도입기업) 울산지역 자동차산업 분야 중소ㆍ중견기업(PoC 완료ㆍAI 도입 경험 기업, AI 도입ㆍ내재화 희망 기업) - (공급기업)",,
EXCEL2023_0169,2023년 물류효율화 사업(제3자물류 컨설팅 지원),taxonomy,컨설팅,grant,company,2000.0만원,stated_cap,,50.0,,no_duration_evidence,2,"지원비율 P10(n=58,성격x방식x출처) / 기업(과제)당 지원한도 P50(n=80,성격x방식x단위x출처)",1,False,"20백만원, 자부담 50%",,
PBLN_000000000039890,원전해체방폐물안전관리기술개발(2019년 산업기술혁신사업 통합 시행계획 공고),bizinfo,연구개발,grant,project,18.3억원,stated_cap,5.0,70.0,,,3,"지원비율 P10(n=154,성격x방식) / 기업(과제)당 지원한도 P75(n=41,성격x방식x단위) / 지원 기업/과제 수 P50(n=43,성격x방식x단위)",1,False,원전해체방폐물안전관리기술개발(2019년 산업기술혁신사업 통합 시행계획 공고),,
